ID,Species,Temp,Rate,units,Conditions,Source.,source.name
40,Vicia faba,15,50,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
40,Vicia faba,20,85,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
40,Vicia faba,25,140,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
40,Vicia faba,30,200,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
40,Vicia faba,35,170,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
41,Vicia faba,15,50,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
41,Vicia faba,20,75,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
41,Vicia faba,25,130,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
41,Vicia faba,30,170,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
41,Vicia faba,35,175,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
42,Chenopodium album,15,50,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
42,Chenopodium album,20,100,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
42,Chenopodium album,25,155,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
42,Chenopodium album,30,190,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
42,Chenopodium album,35,220,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
43,Chenopodium album,15,45,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
43,Chenopodium album,20,75,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
43,Chenopodium album,25,125,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
43,Chenopodium album,30,180,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
43,Chenopodium album,35,245,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
44,Helianthus annuus,15,60,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
44,Helianthus annuus,20,90,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
44,Helianthus annuus,25,138,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
44,Helianthus annuus,30,198,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
44,Helianthus annuus,35,200,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
45,Helianthus annuus,15,52,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
45,Helianthus annuus,20,100,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
45,Helianthus annuus,25,144,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
45,Helianthus annuus,30,190,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
45,Helianthus annuus,35,210,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
46,Lycopersicon esculentum,15,30,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
46,Lycopersicon esculentum,20,60,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
46,Lycopersicon esculentum,25,90,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
46,Lycopersicon esculentum,30,130,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
46,Lycopersicon esculentum,35,138,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
47,Lycopersicon esculentum,15,30,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
47,Lycopersicon esculentum,20,62,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
47,Lycopersicon esculentum,25,92,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
47,Lycopersicon esculentum,30,130,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
47,Lycopersicon esculentum,35,152,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
48,Glycine max,15,22,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
48,Glycine max,20,70,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
48,Glycine max,25,100,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
48,Glycine max,30,110,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
48,Glycine max,35,118,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
49,Glycine max,15,50,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
49,Glycine max,20,80,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
49,Glycine max,25,110,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
49,Glycine max,30,150,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
49,Glycine max,35,164,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
50,Abutilon theophrasti,15,60,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
50,Abutilon theophrasti,20,80,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
50,Abutilon theophrasti,25,120,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
50,Abutilon theophrasti,30,162,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
50,Abutilon theophrasti,35,164,RuBP carboxylation rate  umol m-2 s-1,25C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
51,Abutilon theophrasti,15,44,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
51,Abutilon theophrasti,20,82,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
51,Abutilon theophrasti,25,130,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
51,Abutilon theophrasti,30,170,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
51,Abutilon theophrasti,35,210,RuBP carboxylation rate  umol m-2 s-1,15C grown,"Bunce, 1999",Acclimation of photosynthesis to temperature in eight cool and warm climate herbaceous C3 species: Temperature dependence of parameters of a biochemical photosynthesis model
52,Acer pseudoplatanus,10,0.25,Carboxylation rate,grown in a nursery under neutral filters transmitting 45% of incident global irradiance,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
52,Acer pseudoplatanus,18,0.5,Carboxylation rate,grown in a nursery under neutral filters transmitting 45% of incident global irradiance,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
52,Acer pseudoplatanus,25,0.9,Carboxylation rate,grown in a nursery under neutral filters transmitting 45% of incident global irradiance,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
52,Acer pseudoplatanus,32,1.75,Carboxylation rate,grown in a nursery under neutral filters transmitting 45% of incident global irradiance,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
52,Acer pseudoplatanus,37,1.82,Carboxylation rate,grown in a nursery under neutral filters transmitting 45% of incident global irradiance,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
52,Acer pseudoplatanus,40,1.75,Carboxylation rate,grown in a nursery under neutral filters transmitting 45% of incident global irradiance,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
52,Acer pseudoplatanus,50,0.1,Carboxylation rate,grown in a nursery under neutral filters transmitting 45% of incident global irradiance,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
53,Betula pendula,10,0.25,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
53,Betula pendula,18,0.4,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
53,Betula pendula,25,1.1,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
53,Betula pendula,32,1.75,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
53,Betula pendula,40,2.5,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
53,Betula pendula,50,0.05,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
54,Fagus sylvatica,10,0.3,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
54,Fagus sylvatica,18,0.45,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
54,Fagus sylvatica,25,0.9,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
54,Fagus sylvatica,32,1.75,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
54,Fagus sylvatica,40,2,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
54,Fagus sylvatica,50,1.1,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
55,Fraxnius excelsior,10,0.2,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
55,Fraxnius excelsior,18,0.45,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
55,Fraxnius excelsior,25,1,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
55,Fraxnius excelsior,32,1.6,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
55,Fraxnius excelsior,37,1.8,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
55,Fraxnius excelsior,40,2.25,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
55,Fraxnius excelsior,50,2.6,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
56,Jugulars regia,10,0.1,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
56,Jugulars regia,18,0.3,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
56,Jugulars regia,25,1,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
56,Jugulars regia,32,2.1,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
56,Jugulars regia,40,2.2,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
56,Jugulars regia,50,0.3,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
57,Quercus petrea,10,0.25,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
57,Quercus petrea,18,0.75,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
57,Quercus petrea,25,0.8,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
57,Quercus petrea,32,1.75,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
57,Quercus petrea,37,2.75,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
57,Quercus petrea,50,2.6,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
58,Quercus robur,10,0.25,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
58,Quercus robur,18,0.5,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
58,Quercus robur,25,1.1,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
58,Quercus robur,32,1.75,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
58,Quercus robur,37,2.25,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
58,Quercus robur,40,2.4,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
58,Quercus robur,50,1,Carboxylation rate,,"Dreyer et al., 2001",Temperature response of leaf photosynthetic capacity in seedlings from seven temperate tree species
59,Prunus persica,10,20,Vcmax mol m-2 s-1,Grown in orchard in France,"Walcroft et al., 2002","Effects of crown development on leaf irradiance, leaf morphology and photosynthetic capacity in a peach tree"
59,Prunus persica,20,40,Vcmax mol m-2 s-1,Grown in orchard in France,"Walcroft et al., 2002","Effects of crown development on leaf irradiance, leaf morphology and photosynthetic capacity in a peach tree"
59,Prunus persica,25,48,Vcmax mol m-2 s-1,Grown in orchard in France,"Walcroft et al., 2002","Effects of crown development on leaf irradiance, leaf morphology and photosynthetic capacity in a peach tree"
59,Prunus persica,32,140,Vcmax mol m-2 s-1,Grown in orchard in France,"Walcroft et al., 2002","Effects of crown development on leaf irradiance, leaf morphology and photosynthetic capacity in a peach tree"
59,Prunus persica,37,180,Vcmax mol m-2 s-1,Grown in orchard in France,"Walcroft et al., 2002","Effects of crown development on leaf irradiance, leaf morphology and photosynthetic capacity in a peach tree"
60,Glycine max,20,68.7,VCmax umol m-2 s-1,,"Harley et al., 1985","Interactive effects of light, leaf temperature, C02 and 02 on photosynthesis in soybean"
60,Glycine max,25,101.5,VCmax umol m-2 s-1,,"Harley et al., 1985",
60,Glycine max,30,97.5,VCmax umol m-2 s-1,,"Harley et al., 1985",
60,Glycine max,35,155.1,VCmax umol m-2 s-1,,"Harley et al., 1985",
60,Glycine max,40,152.8,VCmax umol m-2 s-1,,"Harley et al., 1985",
60,Glycine max,20,68.7,VCmax umol m-2 s-1,gradual heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
60,Glycine max,25,101.5,VCmax umol m-2 s-1,gradual heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
60,Glycine max,30,97.5,VCmax umol m-2 s-1,gradual heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
60,Glycine max,35,155.1,VCmax umol m-2 s-1,gradual heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
60,Glycine max,40,152.8,VCmax umol m-2 s-1,gradual heat acclimation,"Law and Crafts-Brandner, 1999","Inhibition and Acclimation of Photosynthesis to Heat Stress Is Closely Correlated with Activation of Ribulose-1,5-Bisphosphate Carboxylase/Oxygenase"
61,Glycine max,10,0.25,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
61,Glycine max,15,0.4,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
61,Glycine max,20,0.6,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
61,Glycine max,25,0.9,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
61,Glycine max,30,1.45,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
61,Glycine max,35,2.4,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
61,Glycine max,40,2.8,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
61,Glycine max,45,2.6,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
62,Gossypium hirsutum,10,0.4,Vcmac normalised to 1 at 25C,,"Medlyn et al., 2002 ",
62,Gossypium hirsutum,15,0.5,Vcmac normalised to 1 at 25C,,"Harley et al., 1992",Modelling photosynthesis of cotton grown in elevated CO2.
62,Gossypium hirsutum,20,0.75,Vcmac normalised to 1 at 25C,,"Harley et al., 1992",
62,Gossypium hirsutum,25,0.9,Vcmac normalised to 1 at 25C,,"Harley et al., 1992",
62,Gossypium hirsutum,30,1.8,Vcmac normalised to 1 at 25C,,"Harley et al., 1992",
62,Gossypium hirsutum,35,3.6,Vcmac normalised to 1 at 25C,,"Harley et al., 1992",
62,Gossypium hirsutum,40,4.25,Vcmac normalised to 1 at 25C,,"Harley et al., 1992",
62,Gossypium hirsutum,45,3.75,Vcmac normalised to 1 at 25C,,"Harley et al., 1992",
63,Hordeum vulgare,15,25,VCmax (umol m-2 s-1),low altitude ,"Fan et al., 2010",Determination of photosynthetic parameters Vcmax and Jmax for a C3 plant (spring hulless barley) at two altitudes on the Tibetan Plateau
63,Hordeum vulgare,20,40,VCmax (umol m-2 s-1),low altitude ,"Fan et al., 2010",Determination of photosynthetic parameters Vcmax and Jmax for a C3 plant (spring hulless barley) at two altitudes on the Tibetan Plateau
63,Hordeum vulgare,25,55,VCmax (umol m-2 s-1),low altitude ,"Fan et al., 2010",Determination of photosynthetic parameters Vcmax and Jmax for a C3 plant (spring hulless barley) at two altitudes on the Tibetan Plateau
63,Hordeum vulgare,30,78,VCmax (umol m-2 s-1),low altitude ,"Fan et al., 2010",Determination of photosynthetic parameters Vcmax and Jmax for a C3 plant (spring hulless barley) at two altitudes on the Tibetan Plateau
64,Hordeum vulgare,15,50,VCmax (umol m-2 s-1),high altitude,"Fan et al., 2010",Determination of photosynthetic parameters Vcmax and Jmax for a C3 plant (spring hulless barley) at two altitudes on the Tibetan Plateau
64,Hordeum vulgare,20,55,VCmax (umol m-2 s-1),high altitude,"Fan et al., 2010",Determination of photosynthetic parameters Vcmax and Jmax for a C3 plant (spring hulless barley) at two altitudes on the Tibetan Plateau
64,Hordeum vulgare,25,90,VCmax (umol m-2 s-1),high altitude,"Fan et al., 2010",Determination of photosynthetic parameters Vcmax and Jmax for a C3 plant (spring hulless barley) at two altitudes on the Tibetan Plateau
64,Hordeum vulgare,30,180,VCmax (umol m-2 s-1),high altitude,"Fan et al., 2010",Determination of photosynthetic parameters Vcmax and Jmax for a C3 plant (spring hulless barley) at two altitudes on the Tibetan Plateau
65,Pinus sylvestris,5,6,VCmax (umol m-2 s-1),ambient conditions ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO2
65,Pinus sylvestris,10,13,VCmax (umol m-2 s-1),ambient conditions ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO3
65,Pinus sylvestris,15,17,VCmax (umol m-2 s-1),ambient conditions ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO4
65,Pinus sylvestris,20,25,VCmax (umol m-2 s-1),ambient conditions ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO5
65,Pinus sylvestris,25,32,VCmax (umol m-2 s-1),ambient conditions ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO6
65,Pinus sylvestris,27.5,30,VCmax (umol m-2 s-1),ambient conditions ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO7
65,Pinus sylvestris,30,27.5,VCmax (umol m-2 s-1),ambient conditions ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO8
65,Pinus sylvestris,32,22,VCmax (umol m-2 s-1),ambient conditions ,"Wang et al., 1995",Acclimation of photosynthetic parameters in Scots pine after 3 years exposure to elevated temperature and CO9
